email,phone_number,country_code,order_date,quantity,price,payment_mode
user5200@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5201@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5202@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5203@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5204@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5205@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5206@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5207@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5208@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5209@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5210@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5211@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5212@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5213@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5214@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5215@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5216@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5217@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5218@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5219@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5220@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5221@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5222@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5223@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5224@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5225@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5226@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5227@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5228@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5229@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5230@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5231@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5232@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5233@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5234@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5235@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5236@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5237@test.com,9876543210,IN,2025-01-01,1,100,CARD
user5238@test.com,9876543210,IN,2025-01-01,1,100,CARD
