email,phone_number,country_code,order_date,quantity,price,payment_mode
user1400@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1401@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1402@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1403@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1404@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1405@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1406@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1407@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1408@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1409@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1410@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1411@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1412@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1413@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1414@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1415@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1416@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1417@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1418@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1419@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1420@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1421@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1422@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1423@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1424@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1425@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1426@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1427@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1428@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1429@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1430@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1431@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1432@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1433@test.com,9876543210,IN,2025-01-01,1,100,CARD
user1434@test.com,9876543210,IN,2025-01-01,1,100,CARD
